id;nombre;direccion;telefono;horario;SQL
626;Cogilith;33 Sycamore Point;4628742743;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (626, 'Cogilith', '33 Sycamore Point', '4628742743', '12:00 - 20:00');"
627;Dynabox;0 Colorado Court;4497490363;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (627, 'Dynabox', '0 Colorado Court', '4497490363', '09:00 - 17:00');"
628;Mynte;13039 John Wall Terrace;8066135848;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (628, 'Mynte', '13039 John Wall Terrace', '8066135848', '08:00 - 16:00');"
629;Digitube;155 Victoria Hill;9396061819;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (629, 'Digitube', '155 Victoria Hill', '9396061819', '07:00 - 15:00');"
630;Realfire;674 Mockingbird Trail;4523590434;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (630, 'Realfire', '674 Mockingbird Trail', '4523590434', '13:00 - 21:00');"
631;Roodel;530 Raven Parkway;4342832877;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (631, 'Roodel', '530 Raven Parkway', '4342832877', '10:00 - 18:00');"
632;Flashset;7961 Maywood Court;8772186826;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (632, 'Flashset', '7961 Maywood Court', '8772186826', '12:00 - 20:00');"
633;Photofeed;974 Welch Court;3175615643;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (633, 'Photofeed', '974 Welch Court', '3175615643', '12:00 - 20:00');"
634;Vidoo;2182 Sauthoff Drive;5256077190;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (634, 'Vidoo', '2182 Sauthoff Drive', '5256077190', '06:00 - 14:00');"
635;Quinu;76679 Service Lane;6033487086;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (635, 'Quinu', '76679 Service Lane', '6033487086', '08:00 - 16:00');"
636;Yodoo;2 Little Fleur Pass;4355985672;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (636, 'Yodoo', '2 Little Fleur Pass', '4355985672', '07:00 - 15:00');"
637;Jamia;832 Heffernan Plaza;8528278349;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (637, 'Jamia', '832 Heffernan Plaza', '8528278349', '09:00 - 17:00');"
638;Youtags;2156 Mandrake Point;3766667329;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (638, 'Youtags', '2156 Mandrake Point', '3766667329', '09:00 - 17:00');"
639;Yakijo;5 Larry Road;1026699367;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (639, 'Yakijo', '5 Larry Road', '1026699367', '08:00 - 16:00');"
640;Teklist;78267 Dexter Place;7211191561;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (640, 'Teklist', '78267 Dexter Place', '7211191561', '13:00 - 21:00');"
641;Eazzy;297 Forest Dale Plaza;4566419944;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (641, 'Eazzy', '297 Forest Dale Plaza', '4566419944', '13:00 - 21:00');"
642;Yotz;5045 Hoffman Center;1954547154;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (642, 'Yotz', '5045 Hoffman Center', '1954547154', '08:00 - 16:00');"
643;Dabfeed;584 2nd Parkway;4828753935;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (643, 'Dabfeed', '584 2nd Parkway', '4828753935', '06:00 - 14:00');"
644;Tambee;4 Randy Place;1521118414;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (644, 'Tambee', '4 Randy Place', '1521118414', '12:00 - 20:00');"
645;Meedoo;17879 Bay Parkway;2422255556;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (645, 'Meedoo', '17879 Bay Parkway', '2422255556', '09:00 - 17:00');"
646;Twiyo;67032 Lake View Drive;6794930997;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (646, 'Twiyo', '67032 Lake View Drive', '6794930997', '07:00 - 15:00');"
647;Lazzy;56 Messerschmidt Place;7181542126;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (647, 'Lazzy', '56 Messerschmidt Place', '7181542126', '09:00 - 17:00');"
648;Innotype;4364 Thackeray Center;8246713439;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (648, 'Innotype', '4364 Thackeray Center', '8246713439', '07:00 - 15:00');"
649;Omba;35 Hoffman Lane;6665493913;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (649, 'Omba', '35 Hoffman Lane', '6665493913', '12:00 - 20:00');"
650;Yodoo;65128 Iowa Circle;8194470933;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (650, 'Yodoo', '65128 Iowa Circle', '8194470933', '12:00 - 20:00');"
651;Yodel;8 Golden Leaf Parkway;8415270164;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (651, 'Yodel', '8 Golden Leaf Parkway', '8415270164', '09:00 - 17:00');"
652;Dynava;323 Utah Lane;4319198030;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (652, 'Dynava', '323 Utah Lane', '4319198030', '12:00 - 20:00');"
653;Ntags;055 Thompson Terrace;4896342298;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (653, 'Ntags', '055 Thompson Terrace', '4896342298', '08:00 - 16:00');"
654;Flashpoint;18 Dunning Trail;1659357884;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (654, 'Flashpoint', '18 Dunning Trail', '1659357884', '07:00 - 15:00');"
655;Skimia;238 Morningstar Way;8819848324;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (655, 'Skimia', '238 Morningstar Way', '8819848324', '13:00 - 21:00');"
656;Skibox;7 Prairie Rose Point;1673967412;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (656, 'Skibox', '7 Prairie Rose Point', '1673967412', '07:00 - 15:00');"
657;Browseblab;50 Warner Terrace;6473925347;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (657, 'Browseblab', '50 Warner Terrace', '6473925347', '07:00 - 15:00');"
658;Skippad;05 Vidon Court;1206910113;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (658, 'Skippad', '05 Vidon Court', '1206910113', '08:00 - 16:00');"
659;Livetube;1 Oneill Drive;9071458507;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (659, 'Livetube', '1 Oneill Drive', '9071458507', '06:00 - 14:00');"
660;Gevee;4437 Little Fleur Parkway;9334280729;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (660, 'Gevee', '4437 Little Fleur Parkway', '9334280729', '10:00 - 18:00');"
661;Browsedrive;526 Pankratz Alley;2189446223;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (661, 'Browsedrive', '526 Pankratz Alley', '2189446223', '08:00 - 16:00');"
662;Plambee;3501 Rockefeller Alley;6615617068;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (662, 'Plambee', '3501 Rockefeller Alley', '6615617068', '09:00 - 17:00');"
663;Zoozzy;8322 Stone Corner Circle;2262777533;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (663, 'Zoozzy', '8322 Stone Corner Circle', '2262777533', '06:00 - 14:00');"
664;Tagcat;9380 Coolidge Avenue;1929484190;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (664, 'Tagcat', '9380 Coolidge Avenue', '1929484190', '11:00 - 19:00');"
665;Realblab;96 Montana Terrace;5892664447;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (665, 'Realblab', '96 Montana Terrace', '5892664447', '11:00 - 19:00');"
666;Cogibox;957 International Trail;9387343331;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (666, 'Cogibox', '957 International Trail', '9387343331', '07:00 - 15:00');"
667;Aibox;5 Springs Way;9901811639;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (667, 'Aibox', '5 Springs Way', '9901811639', '13:00 - 21:00');"
668;Meemm;124 Swallow Terrace;2488199395;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (668, 'Meemm', '124 Swallow Terrace', '2488199395', '09:00 - 17:00');"
669;Demivee;05946 Ludington Crossing;6875324561;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (669, 'Demivee', '05946 Ludington Crossing', '6875324561', '07:00 - 15:00');"
670;Jetwire;43759 Mandrake Alley;9003643644;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (670, 'Jetwire', '43759 Mandrake Alley', '9003643644', '10:00 - 18:00');"
671;Skynoodle;3672 Chinook Road;4997774808;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (671, 'Skynoodle', '3672 Chinook Road', '4997774808', '08:00 - 16:00');"
672;Dynabox;618 Sutherland Court;1295467258;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (672, 'Dynabox', '618 Sutherland Court', '1295467258', '08:00 - 16:00');"
673;Yakitri;0 Becker Circle;3327881199;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (673, 'Yakitri', '0 Becker Circle', '3327881199', '11:00 - 19:00');"
674;Npath;398 Merrick Lane;5019404979;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (674, 'Npath', '398 Merrick Lane', '5019404979', '13:00 - 21:00');"
675;Dabfeed;33866 Mayer Avenue;3062118596;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (675, 'Dabfeed', '33866 Mayer Avenue', '3062118596', '07:00 - 15:00');"
676;Twitterlist;540 Bonner Drive;9867598937;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (676, 'Twitterlist', '540 Bonner Drive', '9867598937', '06:00 - 14:00');"
677;Thoughtbeat;3 Jay Lane;1892167969;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (677, 'Thoughtbeat', '3 Jay Lane', '1892167969', '12:00 - 20:00');"
678;Janyx;72 Annamark Plaza;8292518331;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (678, 'Janyx', '72 Annamark Plaza', '8292518331', '08:00 - 16:00');"
679;Avavee;357 Lien Parkway;7052394770;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (679, 'Avavee', '357 Lien Parkway', '7052394770', '12:00 - 20:00');"
680;Quaxo;58408 Morning Avenue;7368423030;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (680, 'Quaxo', '58408 Morning Avenue', '7368423030', '10:00 - 18:00');"
681;Realblab;28 Moose Circle;3613380084;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (681, 'Realblab', '28 Moose Circle', '3613380084', '10:00 - 18:00');"
682;Browsedrive;9 Columbus Parkway;9051673019;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (682, 'Browsedrive', '9 Columbus Parkway', '9051673019', '09:00 - 17:00');"
683;Quinu;94324 Anthes Drive;1169640133;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (683, 'Quinu', '94324 Anthes Drive', '1169640133', '07:00 - 15:00');"
684;Jamia;28 Melby Trail;7511920288;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (684, 'Jamia', '28 Melby Trail', '7511920288', '07:00 - 15:00');"
685;Skivee;2508 Dixon Circle;5379583462;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (685, 'Skivee', '2508 Dixon Circle', '5379583462', '11:00 - 19:00');"
686;Cogibox;753 Corscot Street;8215779167;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (686, 'Cogibox', '753 Corscot Street', '8215779167', '10:00 - 18:00');"
687;Rhyloo;5 Independence Place;6373000368;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (687, 'Rhyloo', '5 Independence Place', '6373000368', '12:00 - 20:00');"
688;Devshare;96 Warner Pass;4154793876;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (688, 'Devshare', '96 Warner Pass', '4154793876', '06:00 - 14:00');"
689;Voonix;1626 Menomonie Street;7294613552;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (689, 'Voonix', '1626 Menomonie Street', '7294613552', '11:00 - 19:00');"
690;Riffpath;68 Ridge Oak Junction;7984817373;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (690, 'Riffpath', '68 Ridge Oak Junction', '7984817373', '06:00 - 14:00');"
691;Skidoo;4 Service Place;2999168800;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (691, 'Skidoo', '4 Service Place', '2999168800', '09:00 - 17:00');"
692;Layo;5526 Northview Alley;7648849713;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (692, 'Layo', '5526 Northview Alley', '7648849713', '09:00 - 17:00');"
693;Pixope;914 Mosinee Circle;6389167301;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (693, 'Pixope', '914 Mosinee Circle', '6389167301', '10:00 - 18:00');"
694;Voomm;264 Lyons Trail;6994561223;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (694, 'Voomm', '264 Lyons Trail', '6994561223', '08:00 - 16:00');"
695;Dynava;36 Birchwood Court;7365834013;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (695, 'Dynava', '36 Birchwood Court', '7365834013', '13:00 - 21:00');"
696;Wikizz;902 Mitchell Way;5876609575;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (696, 'Wikizz', '902 Mitchell Way', '5876609575', '08:00 - 16:00');"
697;Zoombox;40 Holmberg Point;7068836108;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (697, 'Zoombox', '40 Holmberg Point', '7068836108', '10:00 - 18:00');"
698;Wordware;246 Northwestern Circle;7404418684;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (698, 'Wordware', '246 Northwestern Circle', '7404418684', '09:00 - 17:00');"
699;Tagpad;794 6th Parkway;4698520386;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (699, 'Tagpad', '794 6th Parkway', '4698520386', '11:00 - 19:00');"
700;Zava;6 Leroy Lane;2304758766;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (700, 'Zava', '6 Leroy Lane', '2304758766', '12:00 - 20:00');"
701;Trudeo;6 Prentice Crossing;5994516993;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (701, 'Trudeo', '6 Prentice Crossing', '5994516993', '08:00 - 16:00');"
702;Voonte;1 Mcguire Hill;3168809459;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (702, 'Voonte', '1 Mcguire Hill', '3168809459', '09:00 - 17:00');"
703;Omba;23 Hermina Circle;6892064732;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (703, 'Omba', '23 Hermina Circle', '6892064732', '06:00 - 14:00');"
704;Skaboo;6911 Stang Street;2129495861;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (704, 'Skaboo', '6911 Stang Street', '2129495861', '10:00 - 18:00');"
705;Zoozzy;9647 Rowland Hill;5816076313;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (705, 'Zoozzy', '9647 Rowland Hill', '5816076313', '10:00 - 18:00');"
706;Skibox;3 Carpenter Place;9044364748;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (706, 'Skibox', '3 Carpenter Place', '9044364748', '10:00 - 18:00');"
707;Blogspan;6 Bowman Junction;5118563903;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (707, 'Blogspan', '6 Bowman Junction', '5118563903', '08:00 - 16:00');"
708;Jabberbean;99 Rusk Trail;6917843648;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (708, 'Jabberbean', '99 Rusk Trail', '6917843648', '10:00 - 18:00');"
709;Yodel;2922 Northview Center;6485741071;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (709, 'Yodel', '2922 Northview Center', '6485741071', '11:00 - 19:00');"
710;Aimbu;286 Rusk Crossing;2423740713;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (710, 'Aimbu', '286 Rusk Crossing', '2423740713', '06:00 - 14:00');"
711;Edgeify;60177 Namekagon Pass;3317831116;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (711, 'Edgeify', '60177 Namekagon Pass', '3317831116', '12:00 - 20:00');"
712;Snaptags;257 Nova Park;8654505583;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (712, 'Snaptags', '257 Nova Park', '8654505583', '12:00 - 20:00');"
713;Yoveo;9 Morrow Avenue;5476064463;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (713, 'Yoveo', '9 Morrow Avenue', '5476064463', '11:00 - 19:00');"
714;Fatz;17685 Tomscot Road;3167395036;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (714, 'Fatz', '17685 Tomscot Road', '3167395036', '11:00 - 19:00');"
715;Yakidoo;6 Ronald Regan Road;9229217482;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (715, 'Yakidoo', '6 Ronald Regan Road', '9229217482', '12:00 - 20:00');"
